"Sample.number","Plate.number","ID","Dung.batch","Batch","Pop","NC","Temp","Date.Hatching","Date.First.Transfer","Date.3rd.Ins","Mass.3rd.Ins","Date.PP","Sex","Date.Pupa","Days.to.Pupa","Mass.Pupa","Day.Adult","Adult.Body.Size","Day.Dead","Exclude.date.3rd","Exclude.Mass.3rd","Exclude.Mass.pupa","Exclude.adult","Exclude.death","Exclude.all","Notes"
"1","2","C+W01",1,1,"W. Australia","+","Constant","2017-06-01","2017-06-02","2017-06-12",0.0849,"2017-06-30","Male","2017-07-02",20,0.0515,"2017-07-12",3.646,NA,"Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/4"
"2","2","C+W02",1,1,"W. Australia","+","Constant","2017-06-01","2017-06-02","2017-06-10",0.1032,"2017-06-30","Male","2017-07-02",22,0.0764,"2017-07-12",4.275,NA,"Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/4"
"3","2","C+W03",1,1,"W. Australia","+","Constant","2017-06-01","2017-06-02","2017-06-14",0.0865,"2017-07-02","Male","2017-07-04",20,0.0384,"2017-07-14",3.336,NA,"Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/6"
"4","1;9;17;23","C-W01",1,1,"W. Australia","-","Constant","2017-06-01","2017-06-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-14","No","No","No","No","No","No","Dead 6/14"
"5","1;9;17;23","C-W02",1,1,"W. Australia","-","Constant","2017-06-01","2017-06-02","2017-06-12",NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-12","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/6, dead 6/12 ""not enough room to move"""
"6","1;9;17;23;34;39;48;52;58;64;71;78;85;92","C-W03",1,1,"W. Australia","-","Constant","2017-06-01","2017-06-02","2017-06-10",0.0464,"2017-07-03","Male","2017-07-04",24,0.0396,NA,NA,"2017-07-04","No","No","No","No","No","No","L2 on 6/4, (dead 6/14 but alive 6/16?), L3 on 6/10 according to Daniel, dead 7/4 (did not fully exit of last larval molt)"
"7","3;10;19;25;30;35;41;46","F-W01",1,1,"W. Australia","-","Fluctuating","2017-06-01","2017-06-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-16","No","No","No","No","No","No","L2 on 6/8, dying 6/14?, dead 6/16"
"8","3;10;19;25;30;35;41;46;53;59;66;72;80;86;93;99;103","F-W02",1,1,"W. Australia","-","Fluctuating","2017-06-01","2017-06-02","2017-06-10",0.0513,"2017-06-07","Male","2017-07-08",28,0.0241,NA,NA,"2017-07-12","No","No","No","No","No","No","L2 on 6/4, weighed early on 6/20?, Daniel thought l3 on 6/10, I thought 14, failed pupa, dead 7/12"
"9","3;10;19;25;30;35;41;46;53;59;6672;80;86","F-W03",1,1,"W. Australia","-","Fluctuating","2017-06-01","2017-06-02","2017-06-10",0.0866,NA,NA,NA,NA,NA,NA,NA,"2017-07-04","No","No","No","No","No","No","L2 on 6/8, weighed early on 6/20?, Daniel thought l3 on 6/10 I thought 14, dead 7/4"
"10","4","F+N01",1,1,"N. Carolina","+","Fluctuating","2017-06-01","2017-06-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-12","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/6, dead 6/12"
"11","4","F+W01",1,1,"W. Australia","+","Fluctuating","2017-06-01","2017-06-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-04","Yes","Yes","Yes","Yes","Yes","Yes","Dead on 6/4"
"12","4","F+W02",1,1,"W. Australia","+","Fluctuating","2017-06-01","2017-06-02","2017-06-20",NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-22","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/6, dead on 6/22"
"13","4","F+W03",1,1,"W. Australia","+","Fluctuating","2017-06-01","2017-06-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-08","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/6, dead on 6/8"
"14","5;14;21;26;27;31;45;50;55;64;70;75;84;89;94;100;105;111;117","C-W04",1,1,"W. Australia","-","Constant","2017-06-02","2017-06-03","2017-06-15",0.0668,"2017-07-11","Female","2017-07-13",28,0.0408,"2017-07-21",3.416,NA,"No","No","No","No","No","No","L2 on 6/5, was labelled W09 at some point"
"15","5;14;21;26;27;31;45;50;55;64;70;75;84;89;96","C-W05",1,1,"W. Australia","-","Constant","2017-06-02","2017-06-03","2017-06-15",0.0875,"2017-07-03","Male","2017-07-05",20,0.0644,"2017-07-15",4.011,NA,"No","No","No","No","No","No","L2 on 6/9, was labelled W-03 on 6/11"
"16","5;14;21;26;27;31","C-W06",1,1,"W. Australia","-","Constant","2017-06-02","2017-06-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-11","No","No","No","No","No","No","dead 6/11?"
"17","5;14;21;26;27;31;45;50;55;64;70;75;84;89","C-W07",1,1,"W. Australia","-","Constant","2017-06-02","2017-06-03","2017-06-11",0.0893,"2017-07-02","Male","2017-07-03",22,0.0689,"2017-07-11",4.068,NA,"Maybe","Maybe","Maybe","Maybe","Maybe","Maybe","L2 on 6/5, head caved in a bit 6/9"
"18","5;14;21;26;27;31;45;50;55;64;70;75;84","C-N01",1,1,"N. Carolina","-","Constant","2017-06-02","2017-06-03","2017-06-13",0.1018,"2017-06-29","Female","2017-07-01",18,0.0636,"2017-07-11",3.737,NA,"No","No","No","No","No","No","L2 on 6/5"
"19","5;14;21;26;27;31;45;50;55;64;70;75","C-N02",1,1,"N. Carolina","-","Constant","2017-06-02","2017-06-03","2017-06-15",0.0835,"2017-06-27","Male","2017-06-29",14,0.0561,"2017-07-09",3.869,NA,"No","No","No","No","No","No","L2 on 6/5"
"20","6","C+W04",1,1,"W. Australia","+","Constant","2017-06-02","2017-06-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-09","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/5, partially uncovered 6/7, dead 6/9"
"21","6","C+W05",1,1,"W. Australia","+","Constant","2017-06-02","2017-06-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-09","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/5, looks dead on 6/7, dead 6/9"
"22","6","C+W06",1,1,"W. Australia","+","Constant","2017-06-02","2017-06-03","2017-06-11",0.0761,"2017-07-05","Male","2017-07-07",26,0.0396,"2017-07-17",3.183,NA,"Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/7, probably ripped hole in abdomen on 6/13"
"23","6","C+N01",1,1,"N. Carolina","+","Constant","2017-06-02","2017-06-03","2017-06-15",0.0345,NA,NA,NA,NA,NA,NA,NA,"2017-07-03","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/7, partially uncoverd 6/7, dead 7/3"
"24","6","C+N02",1,1,"N. Carolina","+","Constant","2017-06-02","2017-06-03","2017-06-15",NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-25","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/5, dead 6/25"
"25","7","F+W04",1,1,"W. Australia","+","Fluctuating","2017-06-02","2017-06-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-15","Yes","Yes","Yes","Yes","Yes","Yes","6/13 No space to move, empty gut, dead 6/15"
"26","7","F+W05",1,1,"W. Australia","+","Fluctuating","2017-06-02","2017-06-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-11","Yes","Yes","Yes","Yes","Yes","Yes","Squashed 6/11"
"27","7","F+W06",1,1,"W. Australia","+","Fluctuating","2017-06-02","2017-06-03","2017-06-09",0.1108,"2017-06-29","Male","2017-07-01",22,0.0612,"2017-07-11",3.933,NA,"Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/5"
"28","7","F+W07",1,1,"W. Australia","+","Fluctuating","2017-06-02","2017-06-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-07","Yes","Yes","Yes","Yes","Yes","Yes","Dead on 6/7"
"29","7","F+N02",1,1,"N. Carolina","+","Fluctuating","2017-06-02","2017-06-03","2017-06-13",0.0695,"2017-07-06","Male","2017-07-07",24,0.0499,NA,3.705,"2017-07-17","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/5, dead on 7/17?"
"30","8;15;20","F-W04",1,1,"W. Australia","-","Fluctuating","2017-06-02","2017-06-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-09","No","No","No","No","No","No","dead 6/9"
"31","8;15;20","F-W05",1,1,"W. Australia","-","Fluctuating","2017-06-02","2017-06-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-09","No","No","No","No","No","No","L2 on 6/7, dead 6/9"
"32","8;15;20","F-W06",1,1,"W. Australia","-","Fluctuating","2017-06-02","2017-06-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-09","No","No","No","No","No","No","L2 on 6/5, dead 6/9"
"33","8;15;20;27;33;37","F-W07",1,1,"W. Australia","-","Fluctuating","2017-06-02","2017-06-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-15","No","No","No","No","No","No","L2 on 6/5, seemed dying on 6/13, dead 6/15"
"34","8;15;20","F-N01",1,1,"N. Carolina","-","Fluctuating","2017-06-02","2017-06-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-11","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/7, poked while digging 6/9, dead 6/11"
"35","8;15;20","F-N02",1,1,"N. Carolina","-","Fluctuating","2017-06-02","2017-06-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-09","No","No","No","No","No","No","L2 on 6/7, dead 6/9"
"36","9;18;24;29;34;39;48;52;58;64","C-W11",1,1,"W. Australia","-","Constant","2017-06-03","2017-06-04","2017-06-12",NA,"2017-06-24",NA,"2017-06-26",14,0.0552,NA,NA,"2017-06-28","No","No","No","No","Yes","No","L2 on 6/8, forgot to weigh, weighed 0.630 as prepupa on 6/24, dropped pupa and it died 6/28"
"37","9;18;24;29;34;39;48;52;58;64;71;78;85","C-W08",1,1,"W. Australia","-","Constant","2017-06-03","2017-06-04","2017-06-12",0.1017,"2017-06-30","Male","2017-07-02",20,0.0602,"2017-07-12",3.968,NA,"No","No","No","No","No","No","L2 on 6/8"
"38","9;18;24;29","C-W09",1,1,"W. Australia","-","Constant","2017-06-03","2017-06-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-12","No","No","No","No","No","No","L2 on 6/8, dead 6/12"
"39","13","C+W09",1,1,"W. Australia","+","Constant","2017-06-03","2017-06-04","2017-06-20",0.0419,"2017-07-14",NA,NA,NA,0.0612,NA,NA,"2017-07-14","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/12, dead 7/14"
"40","9;18;24;29;34;39;48;52;58;64;71;78;85","C-W10",1,1,"W. Australia","-","Constant","2017-06-03","2017-06-04","2017-06-14",NA,"2017-06-30","Male","2017-07-02",18,0.0616,"2017-07-12",3.937,NA,"No","No","No","No","No","No","L2 on 6/6, Forgot to weigh on 6/24"
"41","11","C+W07",1,1,"W. Australia","+","Constant","2017-06-03","2017-06-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-12","Yes","Yes","Yes","Yes","Yes","Yes","dead 6/12, DBJ wrote Well too shallow"
"42","11","C+W08",1,1,"W. Australia","+","Constant","2017-06-03","2017-06-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-12","Yes","Yes","Yes","Yes","Yes","Yes","dead 6/12, DBJ wrote Well too shallow"
"43","10;19;25","F-W08",1,1,"W. Australia","-","Fluctuating","2017-06-03","2017-06-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-10","No","No","No","No","No","No","L2 on 6/8, dead 6/10"
"44","10","F+W08",1,1,"W. Australia","+","Fluctuating","2017-06-03","2017-06-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-14","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/6, dead 6/14"
"45","10","F+W09",1,1,"W. Australia","+","Fluctuating","2017-06-03","2017-06-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-14","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/6, dead 6/14"
"46","12;19;25","F-W09",1,1,"W. Australia","-","Fluctuating","2017-06-03","2017-06-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-14","No","No","No","No","No","No","L2 on 6/6, dead 6/14"
"47","12;19;25","F-W10",1,1,"W. Australia","-","Fluctuating","2017-06-03","2017-06-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-12","No","No","No","No","No","No","L2 on 6/8, dying 6/8, dead 6/12"
"48","12","F+W10",1,1,"W. Australia","+","Fluctuating","2017-06-03","2017-06-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-10","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/8, dead 6/10"
"49","16","C+W10",1,1,"W. Australia","+","Constant","2017-06-04","2017-06-05","2017-06-13",NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-23","Yes","Yes","Yes","Yes","Yes","Yes","Poked and kined head on 6/15, dead 6/23"
"50","16","C+W11",1,1,"W. Australia","+","Constant","2017-06-04","2017-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-11","Yes","Yes","Yes","Yes","Yes","Yes","Dead 6/11?"
"51","16;22;26;27","C-W11",1,1,"W. Australia","-","Constant","2017-06-04","2017-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-13","Yes","Yes","Yes","Yes","Yes","Yes","Labelled W11 but is 12th; caved in head 6/9, dead 6/13"
"52","28","C+W12",1,2,"W. Australia","+","Constant","2017-06-09","2017-06-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-20","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/12, dead 6/20"
"53","28","C+N03",1,2,"N. Carolina","+","Constant","2017-06-09","2017-06-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-20","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/12; dying 6/18, dead 6/20"
"54","28","C+N04",1,2,"N. Carolina","+","Constant","2017-06-09","2017-06-10","2017-06-18",0.0944,"2017-07-03","Male","2017-07-04",16,0.0578,"2017-07-16",3.936,NA,"Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/12"
"55","28","C+N05",1,2,"N. Carolina","+","Constant","2017-06-09","2017-06-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-18","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/12, poked 6/16, dead 6/18"
"56","28","C+W13",1,2,"W. Australia","+","Constant","2017-06-09","2017-06-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-16","Yes","Yes","Yes","Yes","Yes","Yes","Dying 6/14?; dead 6/16"
"57","28","C+N06",1,2,"N. Carolina","+","Constant","2017-06-09","2017-06-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-18","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/12, dead 6/18"
"58","29","F+N03A1",1,2,"N. Carolina","+","Fluctuating","2017-06-09","2017-06-10","2017-06-20",NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-22","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/12, 6/16 pulled off one leg, 6/22 dead"
"59","29","F+N05C1",1,2,"N. Carolina","+","Fluctuating","2017-06-09","2017-06-10","2017-06-24",NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-26","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/12, dead 6/26"
"60","29","F+N04B2",1,2,"N. Carolina","+","Fluctuating","2017-06-09","2017-06-10","2017-06-18",0.0715,NA,NA,NA,NA,NA,NA,NA,"2017-07-04","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/12; kinked head 6/18, dead 7/4"
"61","29","F+W11A2",1,2,"W. Australia","+","Fluctuating","2017-06-09","2017-06-10","2017-06-18",0.0808,"2017-07-09","Female","2017-07-10",22,0.0403,"2017-07-20",3.322,NA,"Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/12. 7/12 one leg ripped off when weighing"
"62","30;32;38;43;51;56;61;67;74;81;88;94;100;105;111","C-W13-A1",1,2,"W. Australia","-","Constant","2017-06-10","2017-06-11","2017-06-19",0.1114,"2017-07-09","Male","2017-07-11",22,0.0628,"2017-07-21",3.919,NA,"No","No","No","No","No","No","L2 on 6/13, weighed pupa 7/15"
"63","30;32;38;43;51;56;61;67;74;81;88;94","C-N03-B1",1,2,"N. Carolina","-","Constant","2017-06-10","2017-06-11","2017-06-19",0.0962,"2017-07-04","Male","2017-07-05",16,0.0646,"2017-07-15",3.968,NA,"No","No","No","No","No","No","L2 on 6/13"
"64","30;32;38;43;51;56;61;67;74;81;88;94;100","C-N04-C1toB1",1,2,"N. Carolina","-","Constant","2017-06-10","2017-06-11","2017-06-21",0.0798,"2017-07-05","Female","2017-07-07",16,0.0492,"2017-07-21",3.674,NA,"No","No","No","No","No","No","L2 on 6/15,*"
"65","30;32;38;43;51;56;61;67;74;81;88;94;100","C-N05-A2",1,2,"N. Carolina","-","Constant","2017-06-10","2017-06-11","2017-06-19",0.0977,"2017-07-05","Male","2017-07-07",18,0.0616,"2017-07-15",3.915,NA,"No","No","No","No","No","No","L2 on 6/13"
"66","30;32;38;43;51;56;61;67;74;81;88;94;100","C-N06-B2",1,2,"N. Carolina","-","Constant","2017-06-10","2017-06-11","2017-06-19",0.0925,"2017-07-05",NA,"2017-07-07",18,0.0486,NA,NA,"2017-07-13","No","No","No","No","No","No","L2 on 6/13, failed pupa 7/7/17, dead 7/13"
"67","30;32;38;43;51;56;61;67;74;81;88;94;100","C-N07-C2",1,2,"N. Carolina","-","Constant","2017-06-10","2017-06-11","2017-06-19",0.0991,"2017-07-05","Male","2017-07-07",18,0.0629,NA,NA,"2017-07-17","No","Maybe","Maybe","No","Maybe","Maybe","L2 on 6/15, poked 6/25, failed pupa 7/7/17"
"68","32;33;37","F-W11A1",1,2,"W. Australia","-","Fluctuating","2017-06-10","2017-06-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-17","No","No","No","No","No","No","L2 on 6/13, dying 6/15, dead 6/17"
"69","32;33;37;44;49;57;63;69;77;82;90;95;101;107;113;119","F-N03B1toA1toA3toB2",1,2,"N. Carolina","-","Fluctuating","2017-06-10","2017-06-11","2017-06-21",0.0702,"2017-07-12",NA,"2017-07-13",22,NA,NA,NA,"2017-07-13","No","No","No","No","No","No","L2 on 6/13"
"70","32;33;37","F-N04C1",1,2,"N. Carolina","-","Fluctuating","2017-06-10","2017-06-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-17","No","No","No","No","No","No","L2 on 6/13, dying 6/15, dead 6/17"
"71","32;33;37","F-N05A2",1,2,"N. Carolina","-","Fluctuating","2017-06-10","2017-06-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-17","No","No","No","No","No","No","dying 6/15, dead 6/17"
"72","32;33;37;44;49;57","F-N06B2toC1",1,2,"N. Carolina","-","Fluctuating","2017-06-10","2017-06-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-21","No","No","No","No","No","No","L2 on 6/13, dead 6/21"
"73","32;33;37","F-N07C2",1,2,"N. Carolina","-","Fluctuating","2017-06-10","2017-06-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-13","No","No","No","No","No","No","Dead L2 on 6/13"
"74","27;31;43;51;56;61;67;74;81;88;94;100;105;111","C-W14-B3toC3",1,2,"W. Australia","-","Constant","2017-06-08","2017-06-09","2017-06-19",0.131,"2017-07-09","Male","2017-07-11",22,0.0903,"2017-07-21",4.272,NA,"No","No","No","No","No","No","L2 on 6/13, weighed pupa 7/15"
"75","27;31;43;51;56;61","C-W12",1,2,"W. Australia","-","Constant","2017-06-08","2017-06-09","2017-06-19",NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-25","No","Maybe","Maybe","No","Maybe","Maybe","L2 on 6/13, 6/21 mandibles weirdly black, dead 6/25"
"76","27;31;43","C-W13",1,2,"W. Australia","-","Constant","2017-06-08","2017-06-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-19","No","No","No","No","No","No","dead 6/19"
"77","27;31;43;51;56;61;67;74;81","C-N03-A4toA3",1,2,"N. Carolina","-","Constant","2017-06-08","2017-06-09","2017-06-25",NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-01","No","No","No","No","No","No","L2 on 6/13 (might be l3 on 6/21, but found with molt on 6/25), dead 7/1"
"78","27;31;43;51;56;61;67;74;81;88","C-N04-B4toB3",1,2,"N. Carolina","-","Constant","2017-06-08","2017-06-09","2017-06-19",0.1035,"2017-07-01","Male","2017-07-03",14,0.0766,"2017-07-13",4.136,NA,"No","No","No","No","No","No","L2 on 6/13, wrote W04 on 6/19, check plate maybe PP on 7/2"
"79","35;39;48;52;58;64;71;78;85;92;97;102;108;114;120;126;134","B2toA2toA1",1,3,"W. Australia","-","Constant","2017-06-15","2017-06-16","2017-06-24",0.0902,"2017-07-17","Male","2017-07-18",24,0.048,"2017-07-28",3.594,NA,"No","No","No","No","No","No","L2 on 6/18"
"80","35;39;48;52;58;64;71;78;85;92;97;102;108;114;120","C2toB2toB1",1,3,"W. Australia","-","Constant","2017-06-15","2017-06-16","2017-06-24",0.0759,"2017-07-12","Male","2017-07-14",20,0.054,NA,NA,"2017-07-22","No","No","No","No","No","No","L2 on 6/18,dead 7/22"
"81","41","A1",1,3,"N. Carolina","+","Fluctuating","2017-06-15","2017-06-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-22","No","No","No","No","No","No","Dying 6/20, dead 6/22"
"82","41","A2",1,3,"N. Carolina","+","Fluctuating","2017-06-15","2017-06-16","2017-06-28",NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-04","No","Yes","Yes","No","Yes","No","L2 on 6/18, killed 7/4"
"83","41","A3",1,3,"W. Australia","+","Fluctuating","2017-06-15","2017-06-16","2017-06-24",0.0792,"2017-07-14","Male","2017-07-16",22,0.0526,"2017-07-24",3.792,NA,"No","No","No","No","No","No","L2 on 6/18"
"84","41","A4",1,3,"W. Australia","+","Fluctuating","2017-06-15","2017-06-16","2017-06-24",0.0826,"2017-07-12",NA,"2017-07-14",20,0.0427,NA,NA,"2017-07-22","No","No","No","No","No","No","L2 on 6/18, pupal molt partly failed 7/14, dead7/22"
"85","41","B1",1,3,"N. Carolina","+","Fluctuating","2017-06-15","2017-06-16","2017-06-28",0.0706,"2017-07-20","Female","2017-07-22",24,0.0477,"2017-08-03",3.604,NA,"No","No","No","No","No","No","L2 on 6/20"
"86","41","B2",1,3,"N. Carolina","+","Fluctuating","2017-06-15","2017-06-16","2017-06-26",0.0704,"2017-07-20","Female","2017-07-22",26,0.0432,NA,NA,"2017-07-22","No","No","No","No","No","No","L2 on 6/18,dead as pupa"
"87","41","B3",1,3,"W. Australia","+","Fluctuating","2017-06-15","2017-06-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-30","No","No","No","No","No","No","L2 on 6/20, dead 6/30"
"88","41","B4",1,3,"W. Australia","+","Fluctuating","2017-06-15","2017-06-16","2017-06-24",NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-02","No","Maybe","Maybe","No","Yes","Maybe","L2 on 6/18, poked abdomen 6/30, dead 7/2"
"89","41","C1",1,3,"N. Carolina","+","Fluctuating","2017-06-15","2017-06-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-22","No","No","No","No","No","No","L2 on 6/22, dead 6/22"
"90","41","C2",1,3,"N. Carolina","+","Fluctuating","2017-06-15","2017-06-16","2017-06-30",0.0631,"2017-07-22","Male","2017-07-24",24,0.0484,NA,3.571,NA,"No","No","No","No","No","No","L2 on 6/18"
"91","41","C3",1,3,"W. Australia","+","Fluctuating","2017-06-15","2017-06-16","2017-06-24",NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-28","No","No","No","No","No","No","L2 on 6/18, dead 6/28"
"92","41","C4",1,3,"W. Australia","+","Fluctuating","2017-06-15","2017-06-16","2017-06-24",0.0411,"2017-07-22",NA,NA,NA,NA,NA,NA,"2017-07-24","No","Maybe","Maybe","No","Maybe","Maybe","L2 on 6/18, head kinked 6/24, dying 7/22?, dead 7/24"
"93","35;41;46;53;59;66;72;80;86;93;99;103;109;115;121;127;137;143","A2toC2",1,3,"W. Australia","-","Fluctuating","2017-06-15","2017-06-16","2017-06-24",0.0599,"2017-07-18","Female","2017-07-20",26,0.038,NA,NA,NA,"No","No","No","No","Yes","No","L2 on 6/18, fell out = maybe switched 7/14 [failed to eclose to adulthood]"
"94","35;41;46;53;59;66;72;80","B2",1,3,"W. Australia","-","Fluctuating","2017-06-15","2017-06-16","2017-06-24",NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-03","No","No","No","No","No","No","L2 on 6/20, dead 6/30"
"95","47;54;60;66;72;80;86;93;99;103;109;115;121;127;137","A1",1,3,"W. Australia","-","Fluctuating","2017-06-17","2017-06-18","2017-06-28",0.0544,NA,NA,NA,NA,NA,NA,NA,"2017-07-16","No","No","No","No","No","No","L2 on 6/22, fell out = maybe switched 7/14, dead 7/16"
"96","47;54;60;66;72;80;86;93;99;103;109;115;121;127;137;143;148;155;160","A2",1,3,"W. Australia","-","Fluctuating","2017-06-17","2017-06-18","2017-06-24",0.0862,"2017-07-26",NA,"2017-07-28",34,NA,NA,NA,NA,"No","No","No","No","Yes","No","L2 on 6/20, fell out = maybe switched 7/14 [info not on plate]"
"97","47;54;60;66","A3toB2",1,3,"N. Carolina","-","Fluctuating","2017-06-17","2017-06-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-26","No","No","No","No","No","No","Dying 6/24, dead 6/26"
"98","47;54","A4",1,3,"N. Carolina","-","Fluctuating","2017-06-17","2017-06-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-22","No","No","No","No","No","No","Dead on 6/22"
"99","47;54;60;66;72;80;86;93;99;103;109;115;121;127;137","B1",1,3,"W. Australia","-","Fluctuating","2017-06-17","2017-06-18","2017-06-26",0.0781,"2017-07-16","Male","2017-07-18",22,0.0435,"2017-07-26",3.36,NA,"No","No","No","No","No","No","L2 on 6/20"
"100","47;54;60","B2",1,3,"W. Australia","-","Fluctuating","2017-06-17","2017-06-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-24","No","No","No","No","No","No","L2 on 6/20, dying 6/22, dead 6/24"
"101","47;54;60;66;72;80;86;93;99;103;109;115;121;127;137;143;148","B3toC2toB2",1,3,"N. Carolina","-","Fluctuating","2017-06-17","2017-06-18","2017-06-30",0.0752,"2017-07-20","Female","2017-07-22",22,0.0416,"2017-07-30",3.456,NA,"No","No","No","No","No","No","L2 on 6/20"
"102","47;54;60;66;72","B4toA3toB2",1,3,"N. Carolina","-","Fluctuating","2017-06-17","2017-06-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-28","No","No","No","No","No","No",NA
"103","47;54;60;66;72;80;86;93;99;103;109;115;121;127;137","C1",1,3,"W. Australia","-","Fluctuating","2017-06-17","2017-06-18","2017-06-30",0.0609,"2017-07-14","Male","2017-07-16",16,0.029,NA,NA,"2017-07-16","No","No","No","No","No","No","L2 on 6/28, fell out = maybe switched 7/14, dead 7/164"
"104","47;54;60;66","C2",1,3,"N. Carolina","-","Fluctuating","2017-06-17","2017-06-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-26","No","No","No","No","No","No","Dying 6/24, dead 6/26"
